doc_id,doc_type,question,answer,evidence_pages,evidence_sources,answer_format
measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf,Tutorial/Workshop,"In 2013, what is the total percentage of online adult users in the ""White, Non-Hispanic"" and ""Hispanic"" categories on the platform whose metrics include Followers, Tweet Clicks, Video Views, Tweet Reach, Engagement Rate, Completion Rate, Engagement: Mentions, Retweets, Likes, Top Tweet, Top Mention, Top Follower, Top Media Tweet, and Twitter Referral Traffic?",32,"[15, 18]","['Table', 'Figure']",Int
measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf,Tutorial/Workshop,Which account tweets content tagged #WednesdayWisdom?,Target,[16],['Figure'],Str
measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf,Tutorial/Workshop,What is the total percentage of `college graduate` and `high school or less` on the platform whose measurement tools include Google Analytics?,62%,"[20, 24]","['Figure', 'Chart']",Float
measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf,Tutorial/Workshop,What is the total percentage of `elementary school` and `phd` on the platform whose measurement tools include Google Analytics?,Not answerable,[],[],None
measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf,Tutorial/Workshop,"Which metrics are NOT included in LinkedIn Metrics: Post Reach, Post Types, Video Views?","['Post Reach', 'Video Views']","[13, 18, 23]",['Figure'],List
measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf,Tutorial/Workshop,What is the total percentage of income > 75k for the LinkedIn platform?,44%,[20],['Figure'],Float
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,Format the date mentioned on page 14 as YYYY-MM-DD.,2021-02-08,[14],['Pure-text (Plain-text)'],Str
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,How many 'INF' logos does this document have in all?,15,[],"['Generalized-text (Layout)', 'Figure']",Int
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,What is INF SERCRL LLP FAX No on page fourteen?,514-312-0292,[14],['Pure-text (Plain-text)'],Str
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,What is INF SERCRL LLP FAX No on page thirteen?,Not answerable,[],[],None
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,What type of court is noted on the cover page?,SUPERIOR COURT,[1],['Pure-text (Plain-text)'],Str
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,what is the email id of the mtre laurent nahmiash ?,lnahmiash@infavocats.com,[14],['Pure-text (Plain-text)'],Str
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,what is the texts of the underlined italic words in page 2?,Not answerable,[2],"['Pure-text (Plain-text)', 'Generalized-text (Layout)']",None
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,How many Exhibits are mentioned in the document?,27,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]",['Pure-text (Plain-text)'],Int
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,"Among the 26 Exhibits from P-1 to P-26, which Exhibits are not mentioned in the document? The answer should be formatted as a list, for example [""P-1"",""P-2""]","['P-15', 'P-16', 'P-17', 'P-18']",[],['Pure-text (Plain-text)'],List
a5879805d70c854ea4361e43a84e3bb2.pdf,Administration/Industry file,"How many times does Exhibit P-10 mentioned in the document? List all pages and formatted as a list, for example, [""1"",""2""]","['1', '2', '3', '10']","[1, 2, 3, 10]",['Pure-text (Plain-text)'],List
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,What percentage of respondents of the sector in which 15% are doing promotions to customers over Wi-Fi use wifi at stores?,100%,"[11, 14]","['Chart', 'Pure-text (Plain-text)']",Float
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,"What percentage of respondents of the sector in which 15% are doing promotions to customers over cellphone use wifi at stores?
",Not answerable,[],[],None
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,What is the job of the contact person in the picture at the top of page 42?,Vice President of Product Alliances,"[42, 43]","['Pure-text (Plain-text)', 'Figure', 'Generalized-text (Layout)']",Str
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,What is the job of the contact person in the picture at the top left of page 42?,Not answerable,[],[],None
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,"Besides the two companies on page 42, what is the contact phone number of another company? Please write in string format.",+1-615-591-2955,"[42, 43]","['Figure', 'Pure-text (Plain-text)']",Str
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,"Besides the two companies on page 42, what is the contact phone number of another two companies? Please write in string format.",Not answerable,[],[],None
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,What is the sum of percentage of customers and employees said that Wi-Fi increases customer loyalty in hospitality in 2015?,122,"[37, 38]","['Table', 'Pure-text (Plain-text)']",Int
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,What is the sum of percentage of customers and employers said that Wi-Fi increases customer loyalty in hospitality in 2015?,Not answerable,[],[],None
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,"How many women in total are there in the slides? Please list the page number in the list format, e.g., [""1"",""2""]","['5', '24', '25', '26', '27', '28', '31', '44']","[5, 24, 25, 26, 27, 28, 31, 44]",['Figure'],List
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,What percentage of the second largest demographic segment of respondents reported not conducting promotions to customers over Wi-Fi in 2015?,85%,"[9, 14]","['Chart', 'Figure']",Float
earthlinkweb-150213112111-conversion-gate02_95.pdf,Research report / Introduction,What percentage of the second largest demographic segment of respondents reported not conducting promotions to customers over Wi-Fi in 2020?,Not answerable,[],[],None
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many more Tweets are attributed to Germanwings than Lufthansa?,12,[16],['Table'],Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many more Tweets are attributed to Germanwings than Boeing?,Not answerable,[],[],None
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,"How many Tweets are attributed to Germanwings, Lufthansa, and Airbus in total?",41,[16],['Table'],Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many Tweets are attributed to Boeing?,Not answerable,[],[],None
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,What colors are the Lufthansa logo within the first 90 minutes and afterward until 120 minutes?,"['yellow', 'black and white']","[7, 8]",['Figure'],List
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many figures are related to Airbus?,5,"[7, 11, 14]","['Figure', 'Pure-text (Plain-text)']",Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,"When did the number of tweets referencing Germanwings exceed 200,000? Your report time should be in CET time, like '17:05 CET'.",14:04 CET,[19],['Chart'],Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,"When did the number of tweets referencing Germanwings exceed 700,000?",Not answerable,[],[],None
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,Is the Germanwings Facebook account logo consistent before and after the first 120 minutes?,yes,"[8, 9, 10]",['Figure'],Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,In how many hours Airbus incorporated a pop-up notification acknowledging the incident?,3,[14],['Figure'],Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many blogs mentioned Germanwings?,18,[18],['Figure'],Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many blogs mentioned Airbus?,Not answerable,[],[],None
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many instances of Lufthansa's official website are presented?,4,"[11, 13]",['Figure'],Int
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,"What are the incident and report dates? Save your answer as a list, with each data formatted as 'YYYY-MM-DD'.","['2015-03-24', '2015-03-25']","[1, 2]",['Pure-text (Plain-text)'],List
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many percent of Germanwings focused tweets are in English?,41.67,[16],"['Pure-text (Plain-text)', 'Table']",Float
germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf,Research report / Introduction,How many percent of Airbus focused tweets are in English?,Not answerable,[],[],None
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,Which seven sensors are connected to the ECU?,"['ENGINE TEMP', 'INTAKE AIR TEMP', 'MASS AIR FLOW', 'THROTTLE POSITION', 'HEGO', 'CRANKSHAFT', 'CAMSHAFT']",[15],['Figure'],List
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,In which system the throttle valve is placed beneath the fuel injector?,Single Point Fuel Injection,"[7, 8]",['Figure'],Str
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,In which system the throttle valve is not required?,Not answerable,[],[],None
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,How many figures are presented in the section of sensors?,14,"[22, 23, 24, 25, 16, 27, 28, 29]",['Figure'],Int
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,Which subsystem of fuel injection system is not elaborated?,Air induction system,[],"['Figure', 'Pure-text (Plain-text)']",Str
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,How many figures illustrated the structure of fuel injectors?,3,"[12, 13]",['Figure'],Int
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,What temperature sensors are illustrated with figures in the slides?,"['Engine temperature sensor', 'Inlet air temperature sensor']","[25, 27]","['Pure-text (Plain-text)', 'Figure']",List
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,What are connected with fuel supply?,"['cold start system', 'fuel metering system', 'fuel pump']","[14, 32]",['Figure'],List
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,How many outputs does the example ECU have?,7,[15],['Figure'],Int
efis-140411041451-phpapp01_95.pdf,Tutorial/Workshop,How many outputs does the example EFI have?,Not answerable,[],[],None
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,Which application software interfaces are displayed in the slides? ,"['Microsoft Office OneNote', 'SOAPWare']","[6, 7]",['Figure'],List
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,"Among the most important applications listed, which one is shown a picture of the interface as an example",Electronic Medical Records,"[7, 11]",['Pure-text (Plain-text)'],Str
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,How many slides include more than one figure? Here don't consider the charts.  ,1,[20],['Figure'],Int
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,How many lines are highlighted in yellow on the first page? Give me an integer.,2,[1],['Pure-text (Plain-text)'],Int
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,When will the market open?,Not answerable,[],[],None
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,How to prepare for Tomorrow's Workplace Skills for QUARTER 3? ,"['Use the Google search engine', 'Pick a small business in your community', 'Pick a specific product that you use frequently']",[16],['Pure-text (Plain-text)'],List
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,what are the names of Unit 1 and Unit 2 in Semester 1:quarter 1?,"['Understanding Economic Systems and Business', 'Making Ethical Decisions and Managing a Socially Responsible Business']","[1, 2]",['Pure-text (Plain-text)'],List
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,What is the title of case study given under unit-8 in table?,Discrimination in the Workplace Continues,[7],['Pure-text (Plain-text)'],Str
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,How many critical thinking case studies are included in all the assignments?,3,"[3, 4, 7, 15]",['Pure-text (Plain-text)'],Int
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,how many LEARNING OUTCOMES should be ANSWERed in UNIT 8? ,10,"[6, 7]",['Pure-text (Plain-text)'],Int
f8d3a162ab9507e021d83dd109118b60.pdf,Administration/Industry file,what's the topic of UNIT 14?,Using Financial Information and Accounting,[10],['Pure-text (Plain-text)'],Str
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,What is the title of the slide?,Medical Informatics and HIT Systems,[1],['Pure-text (Plain-text)'],Str
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,who is the presenter of this slide?,David Lubliner,[1],['Pure-text (Plain-text)'],Str
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,How many lateral bar graphs are present in the document?,10,"[8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",['Chart'],Int
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,"TOP security concerns of computerized medical information DIAGRAM DISCUSSED ABOUT WHICH YEAR? List all of them like ['2014', '2018', '2020'].","[2005, 2006]",[12],['Pure-text (Plain-text)'],List
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,Mention Tablet Capture Devices used by some hospitals?,"['Mircosoft Office OneNote', 'Windows Journal', 'Microsoft Educational Pack for Tablet PC', 'Microsoft Experience Pack for Tablet PC', 'Sticky Notes', 'Snipping Tool']","[6, 6, 6, 6, 6, 6]",[],List
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,What are the HIT applications?,"['Patient registration/ demographics', 'Insurance validation', 'Billing systems', 'Appointment systems', 'Computerized Physician Order Entry (CPOE)', 'EMR/EHR/CPR', 'Pharmacy systems', 'Lab systems', 'Imaging systems', 'Telemedicine', 'Patient education', 'Decision Support', 'Library resources', 'Sensors']",[4],['Pure-text (Plain-text)'],List
c31e6580d0175ab3f9d99d1ff0bfa000.pdf,Tutorial/Workshop,"How many times does ""HIT"" appear in slide?",3,"[1, 3, 4]",['Pure-text (Plain-text)'],Int
